question,query,db_name,query_category
What is the total number of papers published in each year?,"SELECT paper.year, COUNT(paper.paperid) AS total_papers FROM paper GROUP BY paper.year ORDER BY paper.year;",scholar,group_by
What is the total number of papers associated with each dataset?,"SELECT paperdataset.datasetid, COUNT(DISTINCT paperdataset.paperid) AS total_papers FROM paperdataset GROUP BY paperdataset.datasetid;",scholar,group_by
How many keyphrases are associated with each paper?,"SELECT paperkeyphrase.paperid, COUNT(paperkeyphrase.keyphraseid) AS keyphrase_count FROM paperkeyphrase GROUP BY paperkeyphrase.paperid ORDER BY keyphrase_count DESC NULLS LAST;",scholar,group_by
What is the total number of papers published per year?,"SELECT paper.year, COUNT(paper.paperid) AS total_papers FROM paper GROUP BY paper.year ORDER BY paper.year NULLS LAST;",scholar,group_by
How many authors have published more than 2 papers?,SELECT COUNT(*) AS number_of_authors FROM (   SELECT writes.authorid   FROM writes   GROUP BY writes.authorid   HAVING COUNT(writes.paperid) > 2 ) AS subquery;,scholar,group_by
"How many papers cite each paper in the database, ordered by the number of citations in descending order?","SELECT cite.citingpaperid, COUNT(*) AS citation_count FROM cite GROUP BY cite.citingpaperid ORDER BY citation_count DESC NULLS LAST;",scholar,order_by
"What is the total number of keyphrases associated with each paper, ordered by the paper ID in ascending order?","SELECT paperkeyphrase.paperid, COUNT(paperkeyphrase.keyphraseid) AS total_keyphrases FROM paperkeyphrase GROUP BY paperkeyphrase.paperid ORDER BY paperkeyphrase.paperid ASC NULLS LAST;",scholar,order_by
"Which papers have the highest number of authors, ordered by the number of authors in descending order?","SELECT writes.paperid, COUNT(writes.authorid) AS num_authors FROM writes GROUP BY writes.paperid ORDER BY num_authors DESC NULLS LAST;",scholar,order_by
"What are the titles of the papers published in the year 2020, ordered alphabetically?",SELECT paper.title FROM paper WHERE paper.year = 2020 ORDER BY paper.title ASC NULLS LAST;,scholar,order_by
"What are the names of the journals in the database, ordered by the length of the journal name from shortest to longest?",SELECT journal.journalname FROM journal ORDER BY LENGTH(journal.journalname) ASC NULLS LAST;,scholar,order_by
What is the ratio of papers published in the year 2020 to the total number of papers in the database?,"SELECT    CAST(COUNT(CASE WHEN paper.year = 2020 THEN 1 END) AS FLOAT) / NULLIF(COUNT(paper.paperid), 0) AS ratio FROM    paper;",scholar,ratio
What is the ratio of papers that have been cited by 2 or more papers to papers that have been cited by less than 2 papers?,"SELECT    CAST(COUNT(CASE WHEN paper.numcitedby > 1 THEN 1 END) AS FLOAT) / NULLIF(COUNT(CASE WHEN paper.numcitedby < 2 THEN 1 END), 0) AS ratio FROM    paper;",scholar,ratio
What is the ratio of authors who have written 3 or more papers to authors who have written less than 3 papers?,"SELECT    CAST(COUNT(DISTINCT CASE WHEN paper_count >= 3 THEN subquery.authorid END) AS FLOAT) / NULLIF(COUNT(DISTINCT CASE WHEN paper_count < 3 THEN subquery.authorid END), 0) AS ratio FROM (   SELECT      writes.authorid,      COUNT(writes.paperid) AS paper_count   FROM      writes   GROUP BY      writes.authorid ) AS subquery;",scholar,ratio
What is the proportion of papers that belong to more than 1 dataset to papers that belong to1 dataset?,"SELECT    CAST(COUNT(CASE WHEN dataset_count > 1 THEN 1 END) AS FLOAT) / NULLIF(COUNT(CASE WHEN dataset_count = 1 THEN 1 END), 0) AS ratio FROM (   SELECT      paperdataset.paperid,      COUNT(paperdataset.datasetid) AS dataset_count   FROM      paperdataset   GROUP BY      paperdataset.paperid ) AS subquery;",scholar,ratio
What is the ratio of papers that have more than 1 keyphrases to papers that have 1 keyphrase?,"SELECT    CAST(COUNT(DISTINCT CASE WHEN keyphrase_count > 1 THEN subquery.paperid END) AS FLOAT) / NULLIF(COUNT(DISTINCT CASE WHEN keyphrase_count =1  THEN subquery.paperid END), 0) AS ratio FROM (   SELECT      paperkeyphrase.paperid,      COUNT(paperkeyphrase.keyphraseid) AS keyphrase_count   FROM      paperkeyphrase   GROUP BY      paperkeyphrase.paperid ) AS subquery;",scholar,ratio
"How many papers cite each paper in the dataset named ""COVID-19 Research""?","SELECT paperdataset.paperid, COUNT(cite.citedpaperid) AS citation_count FROM paperdataset JOIN cite ON paperdataset.paperid = cite.citedpaperid WHERE paperdataset.datasetid = (SELECT datasetid FROM dataset WHERE datasetname = 'COVID-19 Research') GROUP BY paperdataset.paperid ORDER BY citation_count DESC;",scholar,table_join
"What is the total number of unique keyphrases associated with papers published in the journal named ""IEEE Transactions""?",SELECT COUNT(DISTINCT paperkeyphrase.keyphraseid) AS total_keyphrases FROM paper JOIN journal ON paper.journalid = journal.journalid JOIN paperkeyphrase ON paper.paperid = paperkeyphrase.paperid WHERE journal.journalname ILIKE '%IEEE Transactions%';,scholar,table_join
"What is the total number of papers published in each journal, ordered by the journal name?","SELECT {journal.journalname, journal.journalid}, COUNT(DISTINCT paper.paperid) AS total_papers FROM paper JOIN journal ON paper.journalid = journal.journalid GROUP BY {} ORDER BY journal.journalname NULLS LAST;",scholar,table_join
"Which authors have published the most papers, ordered by the number of papers they have published in descending order?","SELECT {author.authorname, author.authorid}, COUNT(DISTINCT writes.paperid) AS number_of_papers FROM author JOIN writes ON author.authorid = writes.authorid GROUP BY {} ORDER BY number_of_papers DESC NULLS LAST;",scholar,table_join
"Which papers are associated with the keyphrase ""Machine Learning""?",SELECT {paper.title,paper.id}  FROM paper  JOIN paperkeyphrase ON paper.paperid = paperkeyphrase.paperid  JOIN keyphrase ON paperkeyphrase.keyphraseid = keyphrase.keyphraseid  WHERE keyphrase.keyphrasename = 'Machine Learning';,scholar,table_join
"How many papers are associated with the keyphrase ""machine learning"" and were published in the journal named ""IEEE Transactions on Pattern Analysis and Machine Intelligence""?",SELECT COUNT(DISTINCT paper.paperid)  FROM paper  JOIN journal ON paper.journalid = journal.journalid  JOIN paperkeyphrase ON paper.paperid = paperkeyphrase.paperid  JOIN keyphrase ON paperkeyphrase.keyphraseid = keyphrase.keyphraseid  WHERE keyphrase.keyphrasename ILIKE '%machine learning%'  AND journal.journalname ILIKE '%IEEE Transactions on Pattern Analysis and Machine Intelligence%';,scholar,where
"What is the name of the venue where the paper with paper ID 2 was published, and how many papers were published in total in that venue?","SELECT venue.venuename, COUNT(DISTINCT paper.paperid)  FROM paper  JOIN venue ON paper.venueid = venue.venueid  WHERE paper.venueid = (   SELECT venueid    FROM paper    WHERE paperid = 2 )  GROUP BY venue.venuename;",scholar,where
"What are the names of the authors who wrote the paper with the title ""The Effects of Climate Change on Agriculture""?",SELECT author.authorname  FROM author  JOIN writes ON author.authorid = writes.authorid  JOIN paper ON writes.paperid = paper.paperid  WHERE paper.title ILIKE '%The Effects of Climate Change on Agriculture%';,scholar,where
"How many papers were published in the journal ""nature"" in the year 2020?",SELECT COUNT(paper.paperid)  FROM paper  JOIN journal ON paper.journalid = journal.journalid  WHERE paper.year = 2020 AND journal.journalname ILIKE '%nature%';,scholar,where
"How many authors wrote papers that were published in the journal ""Science"" in the year 2020?",SELECT COUNT(DISTINCT writes.authorid) AS number_of_authors FROM writes JOIN paper ON writes.paperid = paper.paperid JOIN journal ON paper.journalid = journal.journalid WHERE journal.journalname ILIKE '%Science%' AND paper.year = 2020;,scholar,where
How many check-ins occurred on each day of the week?,"SELECT checkin.day, SUM(checkin.count) AS total_checkins FROM checkin GROUP BY checkin.day ORDER BY total_checkins DESC NULLS LAST;",yelp,group_by
What is the total count of check-ins for each business id?,"SELECT checkin.business_id, SUM(checkin.count) AS total_checkins FROM checkin GROUP BY checkin.business_id ORDER BY total_checkins DESC NULLS LAST;",yelp,group_by
"Which neighbourhoods have the highest number of businesses, and how many businesses are located in each neighbourhood?","SELECT {neighbourhood.neighbourhood_name, neighbourhood.id}, COUNT(DISTINCT neighbourhood.business_id) AS business_count FROM neighbourhood GROUP BY {} ORDER BY business_count DESC NULLS LAST;",yelp,group_by
"What is the total number of check-ins for each day of the week for the business with ID ""abc123""?","SELECT checkin.day, SUM(checkin.count) AS total_checkins FROM checkin WHERE checkin.business_id = 'abc123' GROUP BY checkin.day ORDER BY total_checkins DESC NULLS LAST;",yelp,group_by
What is the average rating of each business in the city of NEW YORK?,"SELECT    {business.name, business.business_id, business.bid},    business.rating AS average_rating FROM    business WHERE    business.city ILIKE '%NEW YORK%' GROUP BY    {};",yelp,group_by
"How many reviews were posted in each month of the year 2021, ordered by the month?","SELECT review.month, COUNT(review.rid) AS review_count FROM review WHERE review.year = 2021
GROUP BY review.month ORDER BY TO_DATE(review.month, 'MONTH') NULLS LAST;",yelp,order_by
"What are the names of the businesses in the database, ordered alphabetically?",SELECT business.name  FROM business  ORDER BY business.name ASC NULLS LAST;,yelp,order_by
What is the latitude and longitude of the business with the highest rating?,"SELECT business.latitude, business.longitude FROM business ORDER BY business.rating DESC NULLS LAST LIMIT 1;",yelp,order_by
What are the top 3 businesses in terms of review count?,"SELECT {business.name, business.business_id, business.bid}, business.review_count FROM business ORDER BY business.review_count DESC NULLS LAST LIMIT 3;",yelp,order_by
"Which businesses have the highest average rating in the city of ""New York"" and what are their names?","SELECT business.name, business.rating FROM business WHERE business.city ILIKE '%New York%' ORDER BY business.rating DESC NULLS LAST;",yelp,order_by
What is the ratio of open businesses to closed businesses in the city of San Francisco?,"SELECT    CAST(SUM(CASE WHEN business.is_open = 1 THEN 1 ELSE 0 END) AS FLOAT) / NULLIF(SUM(CASE WHEN business.is_open = 0 THEN 1 ELSE 0 END), 0) AS ratio FROM    business WHERE    LOWER(business.city) ILIKE '%san francisco%';",yelp,ratio
"How does the ratio of positive reviews (rating > 3) to negative reviews (rating < 3) vary across different categories of businesses, ordered by descending ratio?","SELECT    {category.category_name, category.id},    CAST(COUNT(CASE WHEN review.rating > 3 THEN 1 END) AS FLOAT) / NULLIF(COUNT(CASE WHEN review.rating < 3 THEN 1 END), 0) AS ratio FROM    review JOIN    category ON review.business_id = category.business_id GROUP BY    {} ORDER BY    ratio DESC NULLS LAST;",yelp,ratio
What is the ratio of the number of businesses in each state to the total number of businesses in the database?,"SELECT    business.state,    COUNT(business.business_id) / NULLIF(CAST((SELECT COUNT(*) FROM business) AS FLOAT), 0) AS ratio FROM    business GROUP BY    business.state;",yelp,ratio
"What is the ratio of check-ins on weekends to check-ins on weekdays for the business named ""Mark's Bistro""?","SELECT    CAST(SUM(CASE WHEN checkin.day IN ('Saturday', 'Sunday') THEN checkin.count ELSE 0 END) AS FLOAT) / NULLIF(SUM(CASE WHEN checkin.day NOT IN ('Saturday', 'Sunday') THEN checkin.count ELSE 0 END), 0) AS ratio FROM    checkin JOIN    business ON checkin.business_id = business.business_id WHERE    business.name ILIKE '%Mark''s Bistro%';",yelp,ratio
What is the ratio of businesses in the state of California to businesses in the state of New York?,"SELECT    CAST(COUNT(CASE WHEN business.state = 'CA' THEN 1 END) AS FLOAT) / NULLIF(COUNT(CASE WHEN business.state = 'NY' THEN 1 END), 0) AS ratio FROM    business;",yelp,ratio
What is the total number of reviews for each business category?,"SELECT {category.category_name, category.id}, SUM(business.review_count) AS total_reviews FROM business JOIN category ON business.business_id = category.business_id GROUP BY {} ORDER BY total_reviews DESC NULLS LAST;",yelp,table_join
What are the top 2 categories of businesses with the highest average rating?,"SELECT {category.category_name, dategory.id}, AVG(business.rating) AS average_rating FROM category JOIN business ON category.business_id = business.business_id GROUP BY {} ORDER BY average_rating DESC NULLS LAST LIMIT 2;",yelp,table_join
"What is the total number of reviews for each category in the state of ""California""?","SELECT {category.category_name, category.id}, SUM(business.review_count) AS total_reviews FROM business JOIN category ON business.business_id = category.business_id WHERE business.state = 'CA' GROUP BY {} ORDER BY total_reviews DESC NULLS LAST;",yelp,table_join
"Which users have posted reviews for businesses located in the neighbourhood of ""Downtown"" and how many reviews have they posted?","SELECT {users.name, users.user_id}, COUNT(review.rid) as review_count FROM review JOIN neighbourhood ON review.business_id = neighbourhood.business_id JOIN users ON review.user_id = users.user_id WHERE neighbourhood.neighbourhood_name ILIKE '%Downtown%' GROUP BY {} ORDER BY review_count DESC NULLS LAST;",yelp,table_join
What is the total number of check-ins for each business in the state of California?,"SELECT    {business.business_id, business.name, business.bid},    SUM(checkin.count) AS total_checkins FROM    business  JOIN    checkin  ON    business.business_id = checkin.business_id WHERE    business.state = 'CA' GROUP BY    {} ORDER BY    total_checkins DESC NULLS LAST;",yelp,table_join
How many reviews were posted for each business id in the year 2021?,"SELECT review.business_id, COUNT(*) AS review_count FROM review WHERE review.year = 2021 GROUP BY review.business_id ORDER BY review_count DESC NULLS LAST;",yelp,where
How many check-ins occurred on Mondays at businesses in the state of California?,SELECT SUM(checkin.count) AS total_checkins FROM business JOIN checkin ON business.business_id = checkin.business_id WHERE business.state = 'CA' AND checkin.day = 'Monday';,yelp,where
"What is the total number of reviews posted in the year 2021 for businesses in the category ""Cafe""?",SELECT COUNT(review.rid) AS total_reviews FROM review JOIN category ON review.business_id = category.business_id WHERE review.year = 2021 AND category.category_name ILIKE '%Cafe%';,yelp,where
"How many reviews were posted by users with the name ""John Doe"" in the month of April?",SELECT COUNT(*)  FROM review  JOIN users ON review.user_id = users.user_id  WHERE users.name ILIKE '%John Doe%' AND review.month ILIKE '%April%';,yelp,where
What is the average rating of businesses in the city of San Francisco?,SELECT AVG(business.rating)  FROM business  WHERE LOWER(business.city) = 'san francisco';,yelp,where
